,airport_code,airport_full_name
1827,SOV,Seldovia Airport  Seldovia
1828,SES,Selfield Airport  Selma
1829,GUP,Senator Clark Airport  Gallup
1830,SQV,Sequim Valley Arpt Airport  Sequim
1831,SWD,Seward Airport  Seward
1832,SHX,Shageluk Airport  Shageluk
1833,SKK,Shaktoolik Airport  Shaktoolik
1834,NRI,Shangri-la Airport  Shangri-la
1835,LRO,Sharpe AAF Airport  Lathrop
1836,TGE,Sharpe Field Airport  Tuskegee
1837,SSC,Shaw AFB Airport  Sumter
1838,SMU,Sheep Mountain Airport  Sheep Mountain
1839,MSL,Sheffield Airport  Sheffield
1840,SBX,Shelby Airport  Shelby
1841,SXP,Sheldon SPB Airport  Sheldon Point
1842,SYA,Shemya AFB Airport  Shemya
1843,SHD,Shenandoah Valley Airport  Staunton
1844,SPS,Sheppard AFB Airport  Wichita Falls
1845,SHR,Sheridan Airport  Sheridan
1846,FLV,Sherman AAF Airport  Fort Leavenworth
1847,CSM,Sherman Airport  Clinton
1848,PWD,Sherwood Airport  Plentywood
1849,SHH,Shishmaref Airport  Shishmaref
1850,SAA,Shively Field Airport  Saratoga
1851,HCB,Shoal Cove Airport  Shoal Cove
1852,SOW,"Show Low Airport  Show Low, AZ"
1853,DTN,"Shreveport Downtown Airport  Shreveport, LA"
1854,SHG,Shungnak Airport  Shungnak
1855,SNY,Sidney Airport  Sidney
1856,SXY,Sidney Airport  Sidney
1857,JSD,"Sikorsky Heliport Airport  Stratford, CT"
1858,FBG,Simmons AAF Airport  Fort Bragg
1859,EWN,Simmons Nott Airport  New Bern
1860,SUX,Sioux Gateway Airport  Sioux City
1861,SIY,Siskiyou County Airport  Montague
1862,SIT,Sitka Airport  Sitka
1863,SKJ,Sitkinak Cgs Airport  Sitkinak Island
1864,MVW,Skagit Regional Airport  Mount Vernon
1865,SKW,Skwentna Airport  Skwentna
1866,PHX,Sky Harbor International Airport  Phoenix
1867,SRU,Skypark Airport  Santa Cruz
1868,SLQ,Sleetmute Airport  Sleetmute
1869,ISN,Sloulin Field International Airport  Williston
1870,MAC,Smart Airport  Macon
1871,SCJ,Smith Cove Airport  Smith Cove
1872,SMD,"Smith Field Airport  Fort Wayne, IN"
1873,SLG,Smith Field Airport  Siloam Springs
1874,INT,Smith-Reynolds Airport  Winston Salem
1875,MQY,Smyrna Airport  Smyrna
1876,PAE,Snohomish County Airport  Everett
1877,ONM,Socorro Airport  Socorro
1878,SXQ,Soldotna Airport  Soldotna
1879,SOL,Solomon Airport  Solomon
1880,STS,Sonoma County Airport  Santa Rosa
1881,SBN,South Bend Regional Airport  South Bend
1882,GEY,South Big Horn County Airport  Greybull
1883,TVL,South Lake Tahoe Airport  South Lake Tahoe
1884,WSN,South Naknek Airport  South Naknek
1885,BRO,South Padre Is International Airport  Brownsville
1886,NZW,South Weymouth Airport  South Weymouth
1887,VCV,"Southern California Logistics Airport  Victorville, CA"
1888,MDH,Southern Illinois Airport  Carbondale
1889,BCS,Southern Seaplane Airport  Belle Chasse
1890,RSW,Southwest Florida Reg Airport  Fort Myers
1891,SVW,Sparrevohn AFS Airport  Sparrevohn
1892,SAR,Sparta Community Airport  Sparta
1893,SPA,"Spartanburg, Downtown Memorial Airport  Spartanburg, SC"
1894,KKI,Spb Airport  Akiachak
1895,KCN,SPB Airport  Chernofski
1896,FNR,SPB Airport  Funter Bay
1897,HWI,SPB Airport  Hawk Inlet
1898,HYL,SPB Airport  Hollis
1899,WHD,SPB Airport  Hyder
1900,KIB,SPB Airport  Ivanof Bay
1901,KKB,SPB Airport  Kitoi Bay
1902,MTM,SPB Airport  Metlakatla
1903,WMK,SPB Airport  Meyers Chuck
1904,MPB,SPB Airport  Miami
1905,PKA,SPB Airport  Napaskiak
1906,PMU,SPB Airport  Paimiut
1907,PSQ,SPB Airport  Philadelphia
1908,SCM,SPB Airport  Scammon Bay
1909,WSB,SPB Airport  Steamboat Bay
1910,KTH,SPB Airport  Tikchik
1911,WYB,SPB Airport  Yes Bay
1912,RTL,Spirit Lake Airport  Spirit Lake
1913,SUS,Spirit Of St Louis Airport  St Louis
1914,OIL,"Splane Memorial Airport  Oil City, PA"
1915,GEG,Spokane International Airport  Spokane
1916,SPZ,Springdale Muni Airport  Springdale
1917,SGH,Springfield Airport  Springfield
1918,ZSF,Springfield MA RR Airport  Springfield
1919,SGF,Springfield-Branson Rg Airport  Springfield
1920,UST,St Augustine Airport  St Augustine
1921,PLR,St Clair County Airport  Pell City
1922,PHN,St Clair County International Airport  Port Huron
1923,STG,St George Island Airport  St George Island
1924,SJN,St Johns Airport  St Johns
1925,OPL,St Landry Parish Airport  Opelousas
1926,FPR,St Lucie County Airport  Fort Pierce
1927,XSM,St Marys Airport  St Marys
1928,LTW,St Marys County Airport  Leonardtown
1929,SMK,St Michael Airport  St Michael
1930,CPS,"St. Louis Downtown Airport  St Louis, Il"
1931,PIE,St. Petersburg-Clearwater International Airport  Clearwater
1932,ISO,Stallings Field Airport  Kinston
1933,BDY,State Airport  Bandon
1934,CHZ,State Airport  Chiloquin
1935,ESW,State Airport  Easton
1936,GOL,State Airport  Gold Beach
1937,HES,State Airport  Hermiston
1938,NPT,State Airport  Newport
1939,REO,State Airport  Rome
1940,SCB,State Airport  Scribner
1941,VSF,State Airport  Springfield
1942,TBR,"Statesboro-Bulloch County Airport  Statesboro, GA"
1943,SBS,Steamboat Springs Airport  Steamboat Springs
1944,WBB,Stebbins Airport  Stebbins
1945,JSL,Steel Pier Hlpt Airport  Atlantic City
1946,OFK,Stefan Field Airport  Norfolk
1947,SLJ,Stellar Air Park Airport  Chandler
1948,BKD,Stephens County Airport  Breckenridge
1949,STE,Stevens Point Airport  Stevens Point
1950,SVS,Stevens Village Airport  Stevens Village
1951,SWF,Stewart Airport  Newburgh
1952,SSF,Stinson Municipal Airport  San Antonio
1953,SCK,Stockton Metropolitan Airport  Stockton
1954,VLO,Stolport Airport  Vallejo
1955,SRV,Stony River Airport  Stony River
1956,SUD,Stroud Airport  Stroud
1957,SSW,Stuart Island Airport  Stuart Island
1958,SGT,"Stuttgart Municipal Airport  Stuttgart, AR"
1959,FOK,Suffolk County Airport  Westhampton
1960,SGR,"Sugar Land Regional Airport  Houston, TX"
1961,MSV,Sullivan County International Airport  Monticello
1962,SLR,Sulphur Springs Airport  Sulphur Springs
1963,UMM,Summit Airport  Summit
1964,SUO,Sun River Airport  Sun River
1965,SUN,Sun Valley Airport  Sun Valley
1966,SVE,Susanville Airport  Susanville
1967,GED,Sussex County Airport  Georgetown
1968,SWW,Sweetwater Airport  Sweetwater
1969,RKS,Sweetwater County Airport  Rock Springs
1970,SYV,Sylvester Airport  Sylvester
1971,SYR,Syracuse Hancock International Airport  Syracuse
1972,PVD,T. F. Green Airport  Providence
1973,TIW,Tacoma Industrial Airport  Tacoma
1974,HNE,Tahneta Pass Airport  Tahneta Pass Lodge
1975,TCT,Takotna Airport  Takotna
1976,TKL,Taku SPB Airport  Taku Lodge
1977,TKA,Talkeetna Airport  Talkeetna
1978,ASN,Talladega Airport  Talladega
1979,TLH,Tallahassee Regional Airport  Tallahassee
1980,TMB,Tamiami Airport  Miami
1981,TPA,Tampa International Airport  Tampa
1982,TSG,Tanacross Airport  Tanacross
1983,TPO,Tanalian Point Airport  Tanalian Point
1984,TLJ,Tatalina AFS Airport  Tatalina
1985,TEK,Tatitlek Airport  Tatitlek
1986,TWE,Taylor Airport  Taylor
1987,TYZ,Taylor Airport  Taylor
1988,OCF,Taylor Field Airport  Ocala
1989,JAE,Technology Park Airport  Atlanta
1990,ANC,Ted Stevens Anchorage International Airport  Anchorage
1991,MQW,Telfair-Wheeler Airport  Mc Rae
1992,TLA,Teller Airport  Teller
1993,TEX,Telluride Airport  Telluride
1994,TKE,Tenakee SPB Airport  Tenakee Springs
1995,HUM,Terrebonne Airport  Houma
1996,TRL,Terrell Field Airport  Terrell
1997,XSD,Test Range Airport  Tonopah
1998,TEB,Teterboro Airport  Teterboro
1999,TEH,Tetlin Airport  Tetlin
2000,JOR,The City Heliport Airport  Orange
2001,HBG,The Hattiesburg-Bobby L. Chain Mun. Airport  Hattiesburg
2002,TRM,Thermal Airport  Thermal
2003,ALX,Thomas C Russell Fld Airport  Alexander City
2004,HEE,Thompson-Robbins Airport  Helena
2005,THM,Thompsonfield Airport  Thompsonfield
2006,KTB,Thorne Bay Airport  Thorne Bay
2007,TNC,"Tin City Afs Airport  Tin City, AK"
2008,TIK,Tinker AFB Airport  Oklahoma City
2009,FME,Tipton AAF Airport  Fort Meade
2010,TOC,Toccoa Airport  Toccoa
2011,GFB,Togiak Fish Airport  Togiak Fish
2012,TOG,Togiak Village Airport  Togiak Village
2013,TKJ,Tok Airport  Tok
2014,TDZ,Toledo Airport  Toledo
2015,TOL,"Toledo Express Airport  Toledo, OH"
2016,ITH,Tompkins County Airport  Ithaca
2017,TPH,Tonopah Arpt Airport  Tonopah
2018,KYO,Topp Of Tampa Airport  Tampa
2019,TOA,Torrance Airport  Torrance
2020,TDW,Tradewind Airport  Amarillo
2021,SUU,Travis AFB Airport  Fairfield
2022,TRT,Tremonton Airport  Tremonton
2023,TTN,"Trenton Mercer Airport  Trenton, NJ"
2024,LNR,Tri County Airport  Lone Rock
2025,PSC,"Tri-cities Airport  Pasco, WA"
2026,TRI,Tri-cities Regional Airport  Blountville
2027,PPF,Tri-City Airport  Parsons
2028,SBT,Tri-City Airport  San Bernardino
2029,ANQ,Tri-State Steuben Cty Airport  Angola
2030,HTS,Tri-State/Milton Airport  Huntington
2031,TRH,Trona Airport  Trona
2032,TTD,Troutdale Airport  Troutdale
2033,TKF,"Truckee-Tahoe Airport  Truckee, CA"
2034,CNW,"TSTC Waco Airport  Waco, TX"
2035,TBC,Tuba City Airport  Tuba City
2036,TUS,"Tucson International Airport  Tucson, AZ"
2037,TCC,Tucumcari Airport  Tucumcari
2038,THA,"Tullahoma/William Northern Field Airport  Tullahoma, TN"
2039,TUL,Tulsa International Airport  Tulsa
2040,TLT,Tuluksak Airport  Tuluksak
2041,WTL,Tuntutuliak Airport  Tuntutuliak
2042,TNK,Tununak Airport  Tununak
2043,TNP,Twentynine Palms Airport  Twentynine Palms
2044,TWA,Twin Hills Airport  Twin Hills
2045,TWH,Two Harbors Airport  Catalina Island
2046,TYR,Tyler Pounds Regional Airport  Tyler
2047,PAM,"Tyndall AFB Airport  Panama City, FL"
2048,UGI,Uganik Airport  Uganik
2049,UGB,Ugashik Bay Airport  Pilot Point
2050,UKI,Ukiah Airport  Ukiah
2051,UMT,Umiat Airport  Umiat
2052,UNS,Umnak Airport  Umnak Island
2053,UNK,Unalakleet Airport  Unalakleet
2054,CMI,University Of Illinois Willard Airport  Champaign
2055,SCE,University Park Airport  State College
2056,UOX,University-Oxford Airport  Oxford
2057,UPP,Upolu Point Airport  Upolu Point
2058,UKT,Upper Bucks Airport  Quakertown
2059,JLH,US Army Heliport Airport  Arlington Heights
2060,AFF,USAF Academy Airstrip Airport  Colorado Springs
2061,WWS,USAF Heliport Airport  Wildwood
2062,NDV,USN Heliport Airport  Anacostia
2063,HRL,Valley International Airport  Harlingen
2064,TCL,"Van De Graaf Airport  Tuscaloosa, AL"
2065,VNY,"Van Nuys Airport  Los Angeles, CA"
2066,QKB,Van Service Airport  Breckenridge
2067,QCE,Van Service Airport  Copper Mountain
2068,QWP,Van Service Airport  Winter Park
2069,END,Vance Afb Airport  Enid
2070,VLA,Vandalia Airport  Vandalia
2071,ZRK,VanGalder Bus Termina Airport  Rockford
2072,VEE,Venetie Airport  Venetie
2073,VNC,"Venice Municipal Airport  Venice, FL"
2074,OXR,Ventura Airport  Ventura
2075,DNV,"Vermilion County Airport  Danville, IL"
2076,VEL,"Vernal Airport  Vernal, UT"
2077,VRS,Versailles Airport  Versailles
2078,VCB,View Cove Airport  View Cove
2079,KWP,Village SPB Airport  West Point
2080,BFR,Virgil I Grissom Muni Airport  Bedford
2081,VJI,Virginia Highlands Airport  Abingdon
2082,BCB,Virginia Tech Airport  Blacksburg
2083,VIS,Visalia Airport  Visalia
2084,VOK,Volk Field Airport  Camp Douglas
2085,OTO,Vor Airport  Otto
2086,LHV,W T Piper Memorial Airport  Lock Haven
2087,WAH,Wahpeton Airport  Wahpeton
2088,WKL,Waikoloa Airport  Waikoloa
2089,AIN,Wainwright Airport  Wainwright
2090,WAA,Wales Airport  Wales
2091,GJT,Walker Field Airport  Grand Junction
2092,ALW,Walla Walla Airport  Walla Walla
2093,WAL,Wallops Flight Center Airport  Chincoteague
2094,ARG,Walnut Ridge Airport  Walnut Ridge
2095,DWS,Walt Disney World Airport  Orlando
2096,GBR,Walter J. Koladza Airport  Great Barrington
2097,WLM,Waltham Airport  Waltham
2098,UWA,Ware Airport  Ware
2099,AYS,Ware County Airport  Waycross
2100,BNF,Warm Spring Bay SPB Airport  Baranof
2101,FEW,Warren AFB Airport  Cheyenne
2102,BWG,Warren County Airport  Bowling Green
2103,GFL,Warren County Airport  Glens Falls
2104,RNC,Warren County Airport  Mcminnville
2105,OCW,Warren Field Airport  Washington
2106,RRT,Warroad Airport  Warroad
2107,HGR,Wash. County Regional Airport  Hagerstown
2108,IAD,"Washington Dulles International Airport  Washington, DC"
2109,WWA,Wasilla Airport  Wasilla
2110,OXC,"Waterbury-oxford Airport  Oxford, CT"
2111,KWF,Waterfall SPB Airport  Waterfall
2112,WFB,Waterfront SPB Airport  Ketchikan
2113,ALO,Waterloo Airport  Waterloo
2114,ART,Watertown Airport  Watertown
2115,ATY,Watertown Airport  Watertown
2116,WVI,Watsonville Airport  Watsonville
2117,UES,Waukesha Airport  Waukesha
2118,BJJ,Wayne County Airport  Wooster
2119,BGS,Webb AFB Airport  Big Spring
2120,EUF,Weedon Field Airport  Eufaula
2121,EDG,Weide AAF Airport  Edgewood
2122,GXY,Weld County Airport  Greeley
2123,ENV,Wendover Airport  Wendover
2124,JRA,West 30th St Heliport Airport  New York
2125,ETB,West Bend Airport  West Bend
2126,VKW,West Kavik Airport  West Kavik
2127,XPU,West Kuparuk Airport  West Kuparuk
2128,WWR,West Woodward Airport  Woodward
2129,HPN,Westchester County Airport  White Plains
2130,WST,Westerly State Airport  Westerly
2131,LBE,Westmoreland County Airport  Latrobe
2132,CEF,Westover Metro Arpt Airport  Springfield
2133,WSX,Westsound Airport  Westsound
2134,WWP,Whale Pass Airport  Whale Pass
2135,WHT,Wharton Airport  Wharton
2136,HHI,Wheeler AFB Airport  Wahiawa
2137,NUW,Whidbey Island NAS Airport  Oak Harbor
2138,WMO,White Mountain Airport  White Mountain
2139,WTR,White River Airport  White River
2140,LEB,White River Airport  White River
2141,SZL,Whiteman AFB Airport  Kansas
2142,WHP,Whiteman Airport  Los Angeles
2143,SQI,Whiteside County Airport  Sterling Rockfalls
2144,NSE,Whiting Field NAS Airport  Milton
2145,SBY,Wicomico Regional Airport  Salisbury-Ocean City
2146,EWD,Wildman Lake Airport  Wildman Lake
2147,CBE,Wiley Ford Airport  Cumberland
2148,PWA,Wiley Post Airport  Oklahoma City
2149,BRW,Wiley Post/W.Rogers M Airport  Barrow
2150,QWG,"Wilgrove Air Park Airport  Charlotte, NC"
2151,IKB,Wilkes County Airport  Wilkesboro
2152,AVP,"Wilkes-Barre/Scranton International Airport  Wilkes-Barre/Scranton, PA"
2153,WBW,"Wilkes-Barre/Wyoming Valley Airport  Wilkes-Barre, PA"
2154,OKC,Will Rogers World Airport  Oklahoma City
2155,WJF,William J Fox Airport  Lancaster
2156,HOU,"William P Hobby Airport  Houston, TX"
2157,CHD,Williams Gateway Airport  Mesa
2158,PTN,Williams Memorial Airport  Patterson
2159,MWA,Williamson County Airport  Marion
2160,ILL,Willmar Airport  Willmar
2161,WOW,Willow Airport  Willow
2162,NXX,Willow Grove NAS Airport  Willow Grove
2163,YIP,"Willow Run Airport  Detroit, MI"
2164,ILM,Wilmington International Airport  Wilmington
2165,WDR,Winder Airport  Winder
2166,MWM,"Windom Municipal Airport  Windom, MN"
2167,BBX,Wings Field Airport  Blue Bell
2168,INK,Wink Airport  Wink
2169,TDO,Winlock Airport  Toledo
2170,WMC,Winnemucca Airport  Winnemucca
2171,INW,"Winslow-Lindbergh Airport  Winslow, AZ"
2172,LMS,Winston County Airport  Louisville
2173,SNK,Winston Field Airport  Snyder
2174,ISS,Wiscasset Airport  Wiscasset
2175,LNP,Wise Airport  Wise
2176,WSM,Wiseman Airport  Wiseman
2177,SUA,Witham Field Airport  Stuart
2178,OSH,Wittman Field Airport  Oshkosh
2179,BTL,WK Kellogg Regional Airport  Battle Creek
2180,OLF,Wolf Point International Airport  Wolf Point
2181,PKB,Wood County Airport  Parkersburg
2182,WOD,Wood River Airport  Wood River
2183,WOO,Woodchopper Airport  Woodchopper
2184,CDN,Woodward Fld Airport  Camden
2185,ORH,Worcester Regional Airport  Worcester
2186,WRL,"Worland Airport  Worland, WY"
2187,WTC,World Trade Center Airport  New York
2188,OTG,Worthington Airport  Worthington
2189,WRG,Wrangell SPB Airport  Wrangell
2190,DWF,Wright AFB Airport  Dayton
2191,OSC,Wurtsmith AFB Airport  Oscoda
2192,CYT,Yakataga Airport  Yakataga
2193,YKM,Yakima Air Terminal Airport  Yakima
2194,YAK,Yakutat Airport  Yakutat
2195,HDN,Yampa Valley Airport  Hayden
2196,CRW,Yeager Airport  Charleston
2197,ELY,Yelland Airport  Ely
2198,WYS,Yellowstone Airport  West Yellowstone
2199,COD,Yellowstone Regional Airport  Cody/Yellowstone
2200,EYR,Yerington Airport  Yerington
2201,THV,York Airport  York
2202,OYS,Yosemite Ntl Park Airport  Yosemite Ntl Park
2203,YNG,Youngstown Airport  Youngstown
2204,RKC,Yreka Airport  Yreka
2205,MYV,Yuba County Airport  Marysville
2206,YUM,Yuma International Airport  Yuma
2207,KZB,Zachar Bay SPB Airport  Zachar Bay
2208,AYZ,Zahns Airport  Amityville
2209,ZZV,Zanesville Airport  Zanesville
2210,ZPH,Zephyrhills Airport  Zephyrhills
2211,WAX,Zwara Airport  Zwara
2212,CSG,Columbus Metropolitan Airport
2213,ECP,Northwest Florida Beaches International Airport
2214,SJU,Luis Muñoz Marín International Airport
2215,AZA,Phoenix-Mesa Gateway Airport
2216,USA,Concord Regional Airport
2217,BQN,Rafael Hernández International Airport
2218,PSE,Mercedita International Airport
2219,STT,Cyril E. King Airport
2220,STX,Henry E. Rohlsen Airport
2221,GUM,Antonio B. Won Pat International Airport
2222,SPN,Saipan International Airport
2223,TXK,Texarkana Regional Airport
2224,PPG,Pago Pago International Airport
